Features	Z-stat	p-val
8s	0.3118131868131868	0.5765696670531635
8th	0.7594308224814832	0.3835067039973348
8yo	0.3118131868131868	0.5765696670531635
90	0.2166664595078693	0.6415917328499492
900	0.34747474048921495	0.555546110914962
90pills	0.3118131868131868	0.5765696670531635
90yo	3.20704845814978	0.07332163858419319
91	0.6236263736263736	0.429702886455403
911	1.1023628275437591	0.29374814661868526
912	0.3118131868131868	0.5765696670531635
913	0.3118131868131868	0.5765696670531635
917	0.3118131868131868	0.5765696670531635
919	0.6236263736263736	0.429702886455403
92	0.003341784867115266	0.9539014279451237
923	0.3118131868131868	0.5765696670531635
925	0.6236263736263736	0.429702886455403
93	0.03921188943215374	0.8430294770053507
94	0.3118131868131868	0.5765696670531635
940	0.6236263736263736	0.429702886455403
942	0.3118131868131868	0.5765696670531635
945	0.3118131868131868	0.5765696670531635
94hrs	0.3118131868131868	0.5765696670531635
95	1.3080333763153145	0.2527510321829139
954	0.3118131868131868	0.5765696670531635
9540	0.3118131868131868	0.5765696670531635
956	0.3118131868131868	0.5765696670531635
95mi	0.3118131868131868	0.5765696670531635
96	0.9354395604395604	0.3334534362617816
960	0.3118131868131868	0.5765696670531635
966	0.3118131868131868	0.5765696670531635
97	0.7594308224814832	0.3835067039973348
976	0.3118131868131868	0.5765696670531635
98	0.6236263736263736	0.429702886455403
980	0.3118131868131868	0.5765696670531635
981	0.3118131868131868	0.5765696670531635
985	3.20704845814978	0.07332163858419319
989	0.3118131868131868	0.5765696670531635
99	0.45430120540252683	0.500299426187869
99354226c6	0.3118131868131868	0.5765696670531635
995	0.3118131868131868	0.5765696670531635
9am	0.3341260428264834	0.5632395658976805
9icu	1.2472527472527473	0.2640778370524753
9mm	3.20704845814978	0.07332163858419319
9pm	0.7594308224814832	0.3835067039973348
9yo	0.7594308224814832	0.3835067039973348
_09	0.3118131868131868	0.5765696670531635
_1	0.3118131868131868	0.5765696670531635
_2018_plans_and_	0.3118131868131868	0.5765696670531635
__	17.93214845451905	2.2892143875825913e-05
___	0.3118131868131868	0.5765696670531635
____	0.3118131868131868	0.5765696670531635
_____	0.3118131868131868	0.5765696670531635
_______	3.20704845814978	0.07332163858419319
